order_date,product_category,region,revenue,quantity,discount_amount,order_count,refund_amount
2025-10-06,Home & Garden,Southeast,2420.45,33,276.02,16,0.0
2025-10-06,Home & Garden,Midwest,2353.96,32,117.92,14,33.77
2025-10-06,Home & Garden,West,2672.88,37,208.48,18,0.0
2025-10-06,Sports,Northeast,2344.47,35,96.99,15,0.0
2025-10-06,Sports,Southeast,2236.82,33,82.69,10,0.0
2025-10-06,Sports,Midwest,1895.72,28,101.46,15,0.0
2025-10-06,Sports,West,2352.06,35,99.88,12,28.79
2025-10-07,Electronics,Northeast,5940.33,29,623.58,9,0.0
2025-10-07,Electronics,Southeast,5259.53,26,207.45,13,0.0
2025-10-07,Electronics,Midwest,4039.17,20,345.78,6,0.0
2025-10-07,Electronics,West,6094.1,30,186.84,12,291.9
2025-10-07,Clothing,Northeast,3625.86,72,90.73,26,0.0
2025-10-07,Clothing,Southeast,2947.75,58,295.19,29,0.0
2025-10-07,Clothing,Midwest,2803.09,56,322.37,31,0.0
2025-10-07,Clothing,West,3589.44,71,252.98,38,0.0
2025-10-07,Home & Garden,Northeast,3476.65,48,328.08,21,42.98
2025-10-07,Home & Garden,Southeast,2637.66,36,254.75,16,0.0
2025-10-07,Home & Garden,Midwest,2047.14,28,56.8,10,32.72
2025-10-07,Home & Garden,West,2794.17,39,94.55,14,0.0
2025-10-07,Sports,Northeast,2598.16,38,68.65,16,0.0
2025-10-07,Sports,Southeast,1932.62,28,78.63,11,0.0
2025-10-07,Sports,Midwest,1860.54,27,166.62,15,0.0
2025-10-07,Sports,West,2094.74,31,43.13,12,0.0
2025-10-08,Electronics,Northeast,6848.28,34,789.9,14,0.0
2025-10-08,Electronics,Southeast,5092.26,25,409.04,9,110.97
2025-10-08,Electronics,Midwest,3652.24,18,195.81,9,0.0
2025-10-08,Electronics,West,4763.1,23,317.88,7,0.0
2025-10-08,Clothing,Northeast,2918.83,58,173.38,27,93.8
2025-10-08,Clothing,Southeast,2562.84,51,169.58,16,0.0
2025-10-08,Clothing,Midwest,2388.59,47,125.84,24,0.0
2025-10-08,Clothing,West,3632.65,72,374.86,27,3.52
2025-10-08,Home & Garden,Northeast,3047.3,42,365.65,17,0.0
2025-10-08,Home & Garden,Southeast,2781.23,38,236.89,19,0.0
2025-10-08,Home & Garden,Midwest,1979.42,27,43.62,9,66.26
2025-10-08,Home & Garden,West,2820.37,39,117.88,19,0.0
2025-10-08,Sports,Northeast,2081.08,31,167.99,16,85.25
2025-10-08,Sports,Southeast,2371.78,35,73.07,10,0.0
2025-10-08,Sports,Midwest,1927.69,28,223.26,11,0.0
2025-10-08,Sports,West,1826.88,27,162.7,13,70.56
2025-10-09,Electronics,Northeast,6840.7,34,547.54,11,0.0
2025-10-09,Electronics,Southeast,5565.27,27,304.53,11,0.0
2025-10-09,Electronics,Midwest,4510.73,22,244.13,12,0.0
2025-10-09,Electronics,West,4632.19,23,537.7,11,0.0
2025-10-09,Clothing,Northeast,3898.52,77,247.75,40,0.0
2025-10-09,Clothing,Southeast,2724.1,54,274.64,24,0.0
2025-10-09,Clothing,Midwest,2630.42,52,244.9,19,0.0
2025-10-09,Clothing,West,3736.56,74,107.11,41,86.82
2025-10-09,Home & Garden,Northeast,3132.4,43,181.36,13,0.0
2025-10-09,Home & Garden,Southeast,2181.84,30,89.92,16,0.0
2025-10-09,Home & Garden,Midwest,2592.29,36,233.61,13,122.88
2025-10-09,Home & Garden,West,2294.17,32,211.08,14,0.0
2025-10-09,Sports,Northeast,2582.98,38,218.5,16,0.0
2025-10-09,Sports,Southeast,1674.44,25,70.59,12,0.0
2025-10-09,Sports,Midwest,1858.72,27,125.14,12,0.0
2025-10-09,Sports,West,2416.42,36,128.26,18,30.37
2025-10-10,Electronics,Northeast,5089.57,25,199.81,8,0.0
2025-10-10,Electronics,Southeast,5524.38,27,212.77,9,0.0
2025-10-10,Electronics,Midwest,4904.25,24,577.04,10,24.65
2025-10-10,Electronics,West,4827.06,24,206.35,8,128.92
2025-10-10,Clothing,Northeast,3275.01,65,384.58,30,0.0
2025-10-10,Clothing,Southeast,2551.54,51,272.62,22,0.0
2025-10-10,Clothing,Midwest,2779.99,55,186.09,23,7.14
2025-10-10,Clothing,West,3882.2,77,263.11,42,0.0
2025-10-10,Home & Garden,Northeast,2488.9,34,206.44,10,70.04
2025-10-10,Home & Garden,Southeast,2303.84,32,275.06,10,0.0
2025-10-10,Home & Garden,Midwest,2345.69,32,232.4,11,0.0
2025-10-10,Home & Garden,West,2695.57,37,173.25,20,0.0
2025-10-10,Sports,Northeast,2213.17,33,181.71,15,0.0
2025-10-10,Sports,Southeast,2358.07,35,96.16,12,0.0
2025-10-10,Sports,Midwest,1553.08,23,58.06,7,34.98
2025-10-10,Sports,West,2282.55,34,112.13,12,0.0
2025-10-11,Electronics,Northeast,8433.32,42,551.57,21,0.0
2025-10-11,Electronics,Southeast,7248.35,36,598.03,17,0.0
2025-10-11,Electronics,Midwest,5674.83,28,422.53,13,0.0
2025-10-11,Electronics,West,8084.17,40,219.41,13,0.0
2025-10-11,Clothing,Northeast,5146.05,102,395.84,39,177.2
2025-10-11,Clothing,Southeast,4211.58,84,481.25,37,0.0
2025-10-11,Clothing,Midwest,2920.94,58,70.06,24,0.0
2025-10-11,Clothing,West,3861.63,77,112.5,45,0.0
2025-10-11,Home & Garden,Northeast,4017.31,56,462.31,33,0.0
2025-10-11,Home & Garden,Southeast,2950.36,41,70.88,21,0.0
2025-10-11,Home & Garden,Midwest,3102.27,43,346.24,15,0.0
2025-10-11,Home & Garden,West,3767.74,52,260.62,17,0.0
2025-10-11,Sports,Northeast,2911.97,43,253.38,23,0.0
2025-10-11,Sports,Southeast,2801.42,42,136.77,24,0.0
2025-10-11,Sports,Midwest,2386.89,35,156.3,13,0.0
2025-10-11,Sports,West,3397.89,50,205.29,22,0.0
2025-10-12,Electronics,Northeast,8291.9,41,615.75,17,149.99
2025-10-12,Electronics,Southeast,7166.75,35,591.55,18,196.81
2025-10-12,Electronics,Midwest,6850.75,34,437.16,17,333.34
2025-10-12,Electronics,West,7461.37,37,327.78,12,0.0
2025-10-12,Clothing,Northeast,4777.81,95,140.09,56,0.0
2025-10-12,Clothing,Southeast,3839.86,76,121.9,41,0.0
2025-10-12,Clothing,Midwest,3814.11,76,270.37,29,0.0
2025-10-12,Clothing,West,5114.1,102,226.93,47,0.0
2025-10-12,Home & Garden,Northeast,4558.11,63,322.82,35,0.0
2025-10-12,Home & Garden,Southeast,2959.12,41,292.95,17,0.0
2025-10-12,Home & Garden,Midwest,2934.05,41,299.43,15,86.11
2025-10-12,Home & Garden,West,4288.43,60,295.75,20,0.0
2025-10-12,Sports,Northeast,2926.71,43,220.06,19,0.0
2025-10-12,Sports,Southeast,2414.65,36,93.85,18,0.0
2025-10-12,Sports,Midwest,2090.61,31,203.95,9,0.0
2025-10-12,Sports,West,3094.78,46,313.01,19,0.0
2025-10-13,Electronics,Northeast,6769.79,33,799.39,14,170.02
2025-10-13,Electronics,Southeast,5180.36,25,554.14,14,0.0
2025-10-13,Electronics,Midwest,4546.71,22,298.69,11,0.0
2025-10-13,Electronics,West,5840.52,29,206.97,12,0.0
2025-10-13,Clothing,Northeast,3367.53,67,300.62,33,0.0
2025-10-13,Clothing,Southeast,3422.81,68,362.59,28,0.0
2025-10-13,Clothing,Midwest,2936.21,58,281.7,32,10.04
2025-10-13,Clothing,West,3473.13,69,389.31,41,0.0
2025-10-13,Home & Garden,Northeast,2920.77,40,87.17,19,0.0
2025-10-13,Home & Garden,Southeast,2443.68,34,218.47,19,97.28
2025-10-13,Home & Garden,Midwest,2064.03,28,118.65,9,0.0
2025-10-13,Home & Garden,West,2822.52,39,280.14,13,122.9
2025-10-13,Sports,Northeast,2514.92,37,110.87,21,57.99
2025-10-13,Sports,Southeast,1803.18,27,82.1,8,0.0
2025-10-13,Sports,Midwest,2088.87,31,183.32,10,0.0
2025-10-13,Sports,West,2064.1,30,162.56,14,0.0
2025-10-14,Electronics,Northeast,5400.24,27,564.49,9,0.0
2025-10-14,Electronics,Southeast,4966.42,24,217.13,11,0.0
2025-10-14,Electronics,Midwest,5386.85,26,266.77,15,0.0
2025-10-14,Electronics,West,5003.86,25,383.26,12,0.0
2025-10-14,Clothing,Northeast,2950.62,59,237.94,26,0.0
2025-10-14,Clothing,Southeast,2743.43,54,274.03,26,0.0
2025-10-14,Clothing,Midwest,2847.55,56,233.75,28,0.0
2025-10-14,Clothing,West,3510.12,70,364.47,34,0.0
2025-10-14,Home & Garden,Northeast,3175.61,44,161.62,19,0.0
2025-10-14,Home & Garden,Southeast,2732.36,38,79.27,14,0.0
2025-10-14,Home & Garden,Midwest,1958.08,27,65.04,12,0.0
2025-10-14,Home & Garden,West,2783.94,38,309.99,20,114.79
2025-10-14,Sports,Northeast,2382.57,35,239.8,18,0.0
2025-10-14,Sports,Southeast,1692.14,25,196.78,8,0.0
2025-10-14,Sports,Midwest,2059.3,30,190.32,17,0.0
2025-10-14,Sports,West,2468.04,37,139.64,19,66.21
2025-10-15,Electronics,Northeast,5891.49,29,514.23,14,0.0
2025-10-15,Electronics,Southeast,5644.83,28,643.68,9,7.06
2025-10-15,Electronics,Midwest,5191.62,25,395.29,14,16.41
2025-10-15,Electronics,West,6212.48,31,689.2,12,0.0
2025-10-15,Clothing,Northeast,3081.28,61,353.2,23,0.0
2025-10-15,Clothing,Southeast,2516.63,50,273.62,17,0.0
2025-10-15,Clothing,Midwest,2884.13,57,272.01,33,0.0
2025-10-15,Clothing,West,3619.8,72,128.33,30,88.57
2025-10-15,Home & Garden,Northeast,2889.74,40,332.76,12,0.0
2025-10-15,Home & Garden,Southeast,2443.38,34,281.12,18,83.77
2025-10-15,Home & Garden,Midwest,2290.02,32,269.73,13,0.0
2025-10-15,Home & Garden,West,2408.79,33,77.6,18,0.0
2025-10-15,Sports,Northeast,2556.26,38,215.16,18,100.56
2025-10-15,Sports,Southeast,1794.86,26,58.5,12,68.67
2025-10-15,Sports,Midwest,1589.15,23,66.1,12,0.0
2025-10-15,Sports,West,1889.85,28,207.98,8,0.0
2025-10-16,Electronics,Northeast,5147.25,25,169.86,9,170.13
2025-10-16,Electronics,Southeast,4051.56,20,87.05,10,65.59
2025-10-16,Electronics,Midwest,3913.64,19,98.78,9,0.0
2025-10-16,Electronics,West,6040.46,30,408.48,16,0.0
2025-10-16,Clothing,Northeast,3037.04,60,213.76,35,118.93
2025-10-16,Clothing,Southeast,3440.38,68,248.21,29,0.0
2025-10-16,Clothing,Midwest,2225.69,44,151.12,18,0.0
2025-10-16,Clothing,West,3287.15,65,364.78,20,99.98
2025-10-16,Home & Garden,Northeast,2478.82,34,117.75,16,0.0
2025-10-16,Home & Garden,Southeast,2325.19,32,277.77,14,0.0
2025-10-16,Home & Garden,Midwest,2344.88,32,70.15,16,0.0
2025-10-16,Home & Garden,West,2916.01,40,282.55,20,65.84
2025-10-16,Sports,Northeast,2139.35,32,115.3,13,0.0
2025-10-16,Sports,Southeast,1676.07,25,105.05,12,0.0
2025-10-16,Sports,Midwest,1549.9,23,174.05,7,0.0
2025-10-16,Sports,West,1842.04,27,54.63,14,0.0
2025-10-17,Electronics,Northeast,6135.29,30,482.52,14,0.0
2025-10-17,Electronics,Southeast,4244.46,21,234.97,10,0.0
2025-10-17,Electronics,Midwest,5162.57,25,475.5,14,0.0
2025-10-17,Electronics,West,5173.62,25,402.47,9,0.0
2025-10-17,Clothing,Northeast,3202.91,64,98.72,35,0.0
2025-10-17,Clothing,Southeast,3315.13,66,256.62,35,0.0
2025-10-17,Clothing,Midwest,3212.51,64,327.17,30,0.0
2025-10-17,Clothing,West,2674.66,53,301.99,29,24.13
2025-10-17,Home & Garden,Northeast,3243.24,45,165.08,18,141.06
2025-10-17,Home & Garden,Southeast,2566.32,35,154.18,11,0.0
2025-10-17,Home & Garden,Midwest,1827.59,25,172.91,9,0.0
2025-10-17,Home & Garden,West,2574.99,36,146.79,18,0.0
2025-10-17,Sports,Northeast,2464.89,36,70.24,11,76.15
2025-10-17,Sports,Southeast,2139.17,32,100.99,15,0.0
2025-10-17,Sports,Midwest,1758.27,26,83.2,13,37.8
2025-10-17,Sports,West,2009.26,30,176.51,13,0.0
2025-10-18,Electronics,Northeast,6381.7,31,379.88,14,96.18
2025-10-18,Electronics,Southeast,5749.21,28,193.88,10,0.0
2025-10-18,Electronics,Midwest,4698.09,23,444.92,8,0.0
2025-10-18,Electronics,West,7732.5,38,541.48,20,0.0
2025-10-18,Clothing,Northeast,3878.93,77,411.85,24,178.66
2025-10-18,Clothing,Southeast,4464.89,89,346.37,42,0.0
2025-10-18,Clothing,Midwest,3394.44,67,106.98,20,0.0
2025-10-18,Clothing,West,4807.07,96,393.28,52,0.0
2025-10-18,Home & Garden,Northeast,3257.48,45,340.24,16,0.0
2025-10-18,Home & Garden,Southeast,3281.15,45,195.48,17,0.0
2025-10-18,Home & Garden,Midwest,2729.69,38,100.49,17,69.6
2025-10-18,Home & Garden,West,4155.47,58,228.29,30,0.0
2025-10-18,Sports,Northeast,3513.17,52,153.27,17,105.82
2025-10-18,Sports,Southeast,2870.62,43,245.58,15,0.0
2025-10-18,Sports,Midwest,2334.49,35,222.81,18,0.0
2025-10-18,Sports,West,3345.23,50,255.74,24,0.0
2025-10-19,Electronics,Northeast,8936.45,44,739.24,15,197.59
2025-10-19,Electronics,Southeast,5987.33,29,284.2,9,0.0
2025-10-19,Electronics,Midwest,5406.35,27,352.45,8,0.0
2025-10-19,Electronics,West,5939.45,29,632.11,16,0.0
2025-10-19,Clothing,Northeast,4693.23,93,311.03,43,0.0
2025-10-19,Clothing,Southeast,4517.57,90,293.52,48,0.0
2025-10-19,Clothing,Midwest,3259.42,65,220.22,22,16.87
2025-10-19,Clothing,West,4974.9,99,270.35,50,0.0
2025-10-19,Home & Garden,Northeast,3389.19,47,151.75,20,0.0
2025-10-19,Home & Garden,Southeast,3279.57,45,117.65,18,67.03
2025-10-19,Home & Garden,Midwest,2735.89,38,218.29,20,0.0
2025-10-19,Home & Garden,West,2954.25,41,87.0,20,106.9
2025-10-19,Sports,Northeast,3315.39,49,366.8,27,0.0
2025-10-19,Sports,Southeast,2686.05,40,91.71,16,0.0
2025-10-19,Sports,Midwest,2525.78,37,149.52,17,0.0
2025-10-19,Sports,West,2642.16,39,152.37,20,0.0
2025-10-20,Electronics,Northeast,6408.28,32,659.39,16,0.0
2025-10-20,Electronics,Southeast,5052.79,25,427.48,10,0.0
2025-10-20,Electronics,Midwest,4252.68,21,161.71,7,0.0
2025-10-20,Electronics,West,5469.8,27,233.31,9,230.94
2025-10-20,Clothing,Northeast,3025.64,60,293.75,33,0.0
2025-10-20,Clothing,Southeast,2445.3,48,131.25,25,46.06
2025-10-20,Clothing,Midwest,2335.23,46,240.84,24,0.0
2025-10-20,Clothing,West,2858.51,57,182.28,24,0.0
2025-10-20,Home & Garden,Northeast,2685.04,37,172.97,14,0.0
2025-10-20,Home & Garden,Southeast,2448.93,34,179.75,13,0.0
2025-10-20,Home & Garden,Midwest,2222.11,31,230.01,12,0.0
2025-10-20,Home & Garden,West,3282.88,45,217.22,17,0.0
2025-10-20,Sports,Northeast,2426.36,36,282.98,19,0.0
2025-10-20,Sports,Southeast,1710.72,25,76.98,12,0.0
2025-10-20,Sports,Midwest,1839.27,27,55.65,14,0.0
2025-10-20,Sports,West,2010.86,30,193.67,11,0.0
2025-10-21,Electronics,Northeast,5153.64,25,328.53,14,116.25
2025-10-21,Electronics,Southeast,4699.17,23,106.52,7,0.0
2025-10-21,Electronics,Midwest,4024.4,20,480.72,8,187.3
2025-10-21,Electronics,West,6246.19,31,530.9,16,89.6
2025-10-21,Clothing,Northeast,4074.86,81,365.14,27,0.0
2025-10-21,Clothing,Southeast,2938.32,58,60.31,18,122.67
2025-10-21,Clothing,Midwest,2752.71,55,255.24,25,39.65
2025-10-21,Clothing,West,3037.52,60,75.25,25,0.0
2025-10-21,Home & Garden,Northeast,2948.54,41,91.66,23,0.0
2025-10-21,Home & Garden,Southeast,2016.44,28,144.25,10,43.28
2025-10-21,Home & Garden,Midwest,2353.33,32,103.68,13,0.0
2025-10-21,Home & Garden,West,2294.18,32,269.49,10,0.0
2025-10-21,Sports,Northeast,2407.03,36,286.03,16,0.0
2025-10-21,Sports,Southeast,1976.11,29,165.14,17,1.6
2025-10-21,Sports,Midwest,2007.73,30,109.38,15,0.0
2025-10-21,Sports,West,2438.92,36,228.08,14,66.58
2025-10-22,Electronics,Northeast,6752.42,33,253.28,17,0.0
2025-10-22,Electronics,Southeast,5390.78,26,448.37,14,209.21
2025-10-22,Electronics,Midwest,4423.82,22,218.29,6,9.27
2025-10-22,Electronics,West,6453.42,32,461.67,19,0.0
2025-10-22,Clothing,Northeast,3244.77,64,309.32,22,0.0
2025-10-22,Clothing,Southeast,3337.01,66,355.66,26,61.4
2025-10-22,Clothing,Midwest,3120.65,62,294.37,35,0.0
2025-10-22,Clothing,West,3925.32,78,273.28,35,0.0
2025-10-22,Home & Garden,Northeast,3023.13,42,302.66,21,91.06
2025-10-22,Home & Garden,Southeast,2822.34,39,210.4,15,93.27
2025-10-22,Home & Garden,Midwest,2075.85,29,166.61,12,0.0
2025-10-22,Home & Garden,West,2586.7,36,62.69,20,0.0
2025-10-22,Sports,Northeast,2878.22,43,136.59,25,0.0
2025-10-22,Sports,Southeast,1660.03,24,139.03,9,0.0
2025-10-22,Sports,Midwest,1929.18,28,222.39,9,0.0
2025-10-22,Sports,West,2447.55,36,57.47,11,0.0
2025-10-23,Electronics,Northeast,5679.19,28,331.01,13,0.0
2025-10-23,Electronics,Southeast,5358.12,26,615.55,10,0.0
2025-10-23,Electronics,Midwest,4633.06,23,337.96,9,0.0
2025-10-23,Electronics,West,4949.15,24,155.13,12,0.0
2025-10-23,Clothing,Northeast,3437.26,68,261.81,25,76.7
2025-10-23,Clothing,Southeast,3595.64,71,174.6,40,0.0
2025-10-23,Clothing,Midwest,2292.45,45,241.36,19,0.0
2025-10-23,Clothing,West,3227.55,64,92.89,32,0.0
2025-10-23,Home & Garden,Northeast,2783.51,38,152.38,12,0.0
2025-10-23,Home & Garden,Southeast,2891.33,40,303.98,20,0.0
2025-10-23,Home & Garden,Midwest,2373.93,33,235.9,14,23.86
2025-10-23,Home & Garden,West,2352.76,32,233.01,9,0.0
2025-10-23,Sports,Northeast,2274.15,34,228.25,15,0.0
2025-10-23,Sports,Southeast,1668.97,25,85.0,14,0.0
2025-10-23,Sports,Midwest,1818.5,27,176.24,14,88.41
2025-10-23,Sports,West,2325.26,34,151.14,17,0.0
2025-10-24,Electronics,Northeast,6907.1,34,677.08,16,333.7
2025-10-24,Electronics,Southeast,4865.24,24,540.39,7,37.22
2025-10-24,Electronics,Midwest,3896.38,19,203.65,9,0.0
2025-10-24,Electronics,West,6469.99,32,708.42,17,205.44
2025-10-24,Clothing,Northeast,3673.21,73,119.44,28,0.0
2025-10-24,Clothing,Southeast,3003.09,60,110.7,34,98.91
2025-10-24,Clothing,Midwest,2938.28,58,236.57,32,0.0
2025-10-24,Clothing,West,3729.31,74,85.17,23,0.0
2025-10-24,Home & Garden,Northeast,3092.13,43,263.18,22,0.0
2025-10-24,Home & Garden,Southeast,2638.99,36,184.21,17,126.23
2025-10-24,Home & Garden,Midwest,2234.65,31,224.51,15,8.15
2025-10-24,Home & Garden,West,2265.9,31,144.93,13,68.73
2025-10-24,Sports,Northeast,2220.08,33,203.88,17,0.0
2025-10-24,Sports,Southeast,2380.3,35,78.73,14,0.0
2025-10-24,Sports,Midwest,1669.76,25,111.28,9,8.08
2025-10-24,Sports,West,2015.39,30,117.73,14,87.2
2025-10-25,Electronics,Northeast,6738.26,33,355.4,15,0.0
2025-10-25,Electronics,Southeast,7184.12,35,501.64,15,0.0
2025-10-25,Electronics,Midwest,5401.98,27,120.56,15,0.0
2025-10-25,Electronics,West,8484.72,42,352.24,17,209.95
2025-10-25,Clothing,Northeast,5395.74,107,460.94,47,0.0
2025-10-25,Clothing,Southeast,4441.59,88,280.23,49,0.0
2025-10-25,Clothing,Midwest,3880.45,77,219.61,32,0.0
2025-10-25,Clothing,West,3766.03,75,283.67,24,0.0
2025-10-25,Home & Garden,Northeast,4312.47,60,206.88,35,0.0
2025-10-25,Home & Garden,Southeast,2754.45,38,323.67,15,0.0
2025-10-25,Home & Garden,Midwest,2736.73,38,311.7,20,69.67
2025-10-25,Home & Garden,West,3575.11,50,87.7,17,0.0
2025-10-25,Sports,Northeast,3087.23,46,202.83,22,0.0
2025-10-25,Sports,Southeast,2421.08,36,196.85,12,0.0
2025-10-25,Sports,Midwest,2564.0,38,128.0,15,0.0
2025-10-25,Sports,West,2897.0,43,263.26,16,0.0
2025-10-26,Electronics,Northeast,7389.28,36,645.68,21,0.0
2025-10-26,Electronics,Southeast,7271.56,36,672.86,18,172.55
2025-10-26,Electronics,Midwest,6942.95,34,682.43,18,0.0
2025-10-26,Electronics,West,7783.2,38,609.83,13,0.0
2025-10-26,Clothing,Northeast,4904.15,98,510.6,33,0.0
2025-10-26,Clothing,Southeast,3169.25,63,363.89,20,49.71
2025-10-26,Clothing,Midwest,3020.61,60,268.99,25,0.0
2025-10-26,Clothing,West,5011.61,100,537.65,52,34.6
2025-10-26,Home & Garden,Northeast,3443.45,48,180.8,23,0.0
2025-10-26,Home & Garden,Southeast,3007.88,42,112.25,24,0.0
2025-10-26,Home & Garden,Midwest,2754.52,38,267.74,19,0.0
2025-10-26,Home & Garden,West,3851.44,53,312.0,18,107.47
2025-10-26,Sports,Northeast,2776.63,41,325.67,15,28.78
2025-10-26,Sports,Southeast,2813.19,42,145.45,16,0.0
2025-10-26,Sports,Midwest,2616.5,39,123.88,13,0.0
